	control_early_01	control_early_02	control_early_03	control_embryo_01	control_embryo_02	control_embryo_03	control_late_01	control_late_02	control_late_03	treatment_early_01	treatment_early_02	treatment_early_03	treatment_embryo_01	treatment_embryo_02	treatment_embryo_03	treatment_late_01	treatment_late_02	treatment_late_03
JGI_V11_223052	1118.629988	2626.626304	988.523246	694.496223	1929.423412	2249.642638	1503.122669	1936.814912	2132.606935	2483.322692	1798.528538	2040.948563	1782.228543	3924.325963	3664.263784	1405.090104	1809.807812	805.128604
JGI_V11_223058	316.425216	678.261428	244.924286	321.612345	712.074497	1078.378546	334.306547	359.130739	263.970891	475.27707	347.240658	419.528316	807.458646	1586.845825	1319.720575	283.379517	415.952785	185.029555
JGI_V11_223065	51.251972	141.41358	46.337027	27.966291	93.806221	122.337062	75.407492	91.33961	85.674763	76.044331	89.036066	122.456914	84.868026	168.70934	211.238951	68.483383	112.940822	40.00639
JGI_V11_223069	0.0	5.23754	0.0	0.0	2.13196	0.0	0.0	2.0759	0.0	2.376385	0.0	0.0	0.0	0.0	0.0	0.0	11.018617	0.0
JGI_V11_22307	13.37008	23.56893	4.41305	6.991573	27.715474	18.124009	7.540749	20.759002	9.262137	19.011083	11.129508	13.606324	14.548804	19.560503	23.006222	7.084488	13.773271	5.000799
JGI_V11_223070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.376385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_223071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.225902	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_223072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.361496	0.0	0.0
JGI_V11_223076	6.68504	0.0	0.0	0.0	0.0	4.531002	7.540749	2.0759	0.0	0.0	0.0	2.267721	2.424801	0.0	6.274424	0.0	0.0	0.0
JGI_V11_223098	0.0	18.33139	0.0	0.0	2.13196	2.265501	2.513583	12.455401	4.631068	4.752771	4.451803	2.671833	0.0	4.890126	0.0	0.0	2.754654	5.000799
JGI_V11_223101	0.0	0.0	0.0	9.322097	0.0	0.0	0.0	7.16097	0.0	0.0	0.0	0.0	14.548804	0.0	6.274424	0.0	0.0	0.0
JGI_V11_223102	141.384803	167.766666	72.781217	70.784956	135.701968	132.873054	126.273539	232.154379	245.564666	199.920492	140.401371	131.104459	73.928754	237.923641	240.763551	150.849414	199.021499	60.670836
JGI_V11_223104	15.598426	52.3754	41.923977	0.0	4.263919	2.265501	5.027166	24.910803	16.208739	14.258312	24.484918	27.212648	2.424801	19.560503	33.463596	4.722992	35.810505	17.502796
JGI_V11_223107	4.456693	13.09385	0.0	2.330524	6.395879	4.531002	2.513583	0.0	2.315534	14.258312	11.129508	0.0	7.274402	2.445063	6.274424	0.0	11.018617	0.0
JGI_V11_223110	135.929142	290.683469	187.554634	11.652621	49.03507	54.372028	158.355733	51.897506	55.572819	35.64578	51.195738	181.41765	58.195218	80.687076	58.561293	77.929367	132.223402	40.00639
JGI_V11_223125	4.456693	26.1877	19.858726	4.661048	38.375272	47.575524	12.567915	41.518005	18.524273	14.258312	17.807213	9.070883	24.248007	22.005566	50.195394	14.168976	11.018617	2.500399
JGI_V11_223127	111.417329	246.164379	125.771931	151.484075	400.808399	536.923772	158.355733	533.506358	412.165075	337.44672	106.843279	188.220812	419.490528	635.716355	631.625378	167.666214	286.484037	140.022366
JGI_V11_223140	211.692926	379.721649	194.174209	39.618912	136.445413	156.319579	226.222475	161.920218	222.291277	299.424554	262.656395	276.661916	174.585653	268.95692	278.166143	127.520783	228.636299	87.513979
JGI_V11_223144	182.72442	437.334589	214.032935	116.526212	230.251634	473.48974	221.195309	238.728526	203.767004	370.716115	358.370167	367.370741	315.224096	555.029279	399.47168	177.112198	333.313159	125.01997
JGI_V11_223145	82.448824	164.98251	99.29363	60.59363	149.23717	156.319579	118.138404	105.870912	118.092241	161.594204	109.069181	97.511987	135.788841	347.198933	317.904164	80.290863	145.996673	60.009585
JGI_V11_223147	207.236233	521.135229	174.315483	88.559921	319.793936	278.656641	261.412638	452.54625	361.223325	375.468886	264.882297	315.213167	242.480074	462.116889	422.477902	269.210541	457.272598	195.031152
JGI_V11_223148	0.0	0.0	0.0	0.0	4.263919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.091475	0.0	0.0	0.0
JGI_V11_223150	2.228347	13.09385	6.619575	0.0	6.395879	20.38951	0.0	4.1518	9.262137	2.376385	0.0	2.267721	12.124004	44.011132	23.006222	2.361496	2.754654	0.0
JGI_V11_223152	3514.102572	7678.233622	3248.00495	1388.992446	5417.309271	7664.190377	3116.842992	2472.397171	1750.543804	6404.358522	4730.041018	4859.7253	4946.593507	7496.562867	8480.930162	1225.61641	2862.085718	1172.687314
JGI_V11_223154	42.338585	78.5631	39.717452	20.974718	42.639191	49.841025	47.758078	56.049306	37.048546	64.162404	37.840328	63.496178	50.920816	95.357453	112.939637	25.976456	38.565159	20.003195
JGI_V11_223163	178.267727	261.876999	145.630657	223.730327	503.142459	718.163863	211.140977	278.17063	280.17963	349.328647	122.424591	229.039783	509.208155	1298.328403	1219.329786	200.727158	269.956112	117.518771
JGI_V11_223164	160.440954	340.440099	130.184981	69.915727	198.27224	287.718646	135.733485	209.665923	224.606811	240.01492	182.523936	210.898018	220.656867	484.122455	382.739882	96.821335	195.580449	102.516375
JGI_V11_223174	42.338585	60.23171	22.065251	18.644194	55.430949	63.434032	37.703746	64.352907	34.733012	66.53879	31.162623	61.228457	26.672808	129.588334	117.122587	44.868423	60.602392	25.003994
JGI_V11_223182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_223192	17.826773	60.23171	6.619575	1051.004702	2900.078342	3361.892542	17.595081	1938.689394	1335.486566	23.763854	35.614426	27.212648	1659.73464	5969.323807	5523.921829	1317.127744	2417.395851	1096.235052
JGI_V11_223195	169.354341	374.484109	116.94583	79.237824	247.30731	367.011186	211.140977	313.460934	208.398072	387.350812	233.719674	278.929637	252.179277	672.392299	416.203478	155.858734	192.825794	77.512381
JGI_V11_223256	13.37008	13.09385	13.239151	298.307102	1535.010891	1628.895324	15.081498	2466.16947	1556.038937	33.269395	26.71082	15.874044	1045.089118	760.414564	1279.982555	550.228562	269.956112	307.549125
JGI_V11_223258	13.37008	2.61877	6.619575	46.610485	307.002178	156.319579	22.622248	151.540717	187.558265	19.011083	20.033115	4.535441	101.841631	4.890126	58.561293	7.084488	0.0	2.500399
JGI_V11_223263	2.228347	0.0	2.206525	130.509357	443.447591	695.508852	7.540749	660.136272	321.859244	14.258312	0.0	4.535441	247.329675	386.319939	311.62974	252.680069	99.167551	165.02636
JGI_V11_223280	6.915716	2.686211	4.541946	4.661048	8.686951	21.478214	5.125044	6.306836	9.409826	4.872751	2.300859	9.27827	24.983264	19.770402	13.368842	4.780201	26.11055	7.639906
JGI_V11_223281	0.0	0.0	0.0	0.0	0.0	9.062005	3.060301	0.0	5.955945	0.0	0.0	5.239077	0.0	4.890126	0.0	2.706979	0.0	0.0
JGI_V11_223322	24.511812	49.75663	24.271776	4.661048	55.430949	56.637529	27.649414	64.352907	18.524273	52.280478	28.936722	52.157574	33.94721	90.467327	50.195394	11.80748	49.583776	7.501198
JGI_V11_223325	2284.055255	6308.616915	2533.090817	6.991573	8.527838	15.858508	1719.290812	118.326313	150.509719	3588.341881	2590.949527	3460.541674	19.398406	39.121006	27.189172	146.41275	322.294542	92.514777
JGI_V11_223327	160.440954	54.99417	44.130502	454.452226	2543.427769	1859.976441	233.763224	2972.689126	2297.009859	365.963344	347.240658	52.157574	1627.041296	503.682958	1332.269424	292.825501	85.39428	130.020768
JGI_V11_223347	164.897648	447.809669	205.206834	30.296815	194.008321	289.984147	128.192736	33.214404	62.519422	16.634697	46.743935	213.165739	189.134458	518.353336	286.532042	108.628815	283.729383	57.509186
JGI_V11_223358	8.913386	7.85631	4.41305	2.330524	10.659798	9.062005	0.0	6.227701	0.0	2.376385	0.0	0.0	7.274402	4.890126	14.640323	0.0	13.773271	2.500399
JGI_V11_223387	4.456693	0.0	0.0	0.0	2.13196	2.265501	0.0	4.1518	2.315534	9.505541	6.677705	4.535441	4.849601	4.890126	10.457374	7.084488	19.282579	2.500399
JGI_V11_223388	15.598426	49.75663	13.239151	13.983145	27.715474	29.451515	10.054332	68.504708	41.679614	16.634697	13.35541	11.338603	38.796812	26.895692	20.914748	14.168976	33.05585	12.501997
JGI_V11_223446	127.015756	251.401919	90.467529	67.585203	194.008321	262.798133	148.3014	232.500825	196.820401	297.048169	173.620329	269.858754	177.010454	312.968052	336.727437	82.652359	184.561832	65.010384
JGI_V11_223447	55.708665	112.60711	41.923977	23.305242	68.222706	58.90303	62.839576	58.125206	111.145638	144.959506	60.099345	136.063238	50.920816	163.819215	129.671435	77.929367	93.658243	32.505192
JGI_V11_223452	11.141733	47.13786	46.337027	0.0	46.903111	29.451515	35.190163	20.759002	20.839807	30.89301	33.388525	29.480368	24.248007	12.225315	50.195394	4.722992	30.301196	35.005591
JGI_V11_223518	0.0	0.0	2.206525	0.0	2.13196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.18295	4.722992	2.754654	0.0
JGI_V11_22352	22.283466	62.85048	13.239151	18.644194	100.2021	122.337062	40.217329	101.719111	104.199036	78.420717	48.969836	63.496178	70.319221	144.258711	115.031112	87.375351	157.01529	42.50679
JGI_V11_223524	4.456693	20.95016	35.304402	0.0	0.0	9.062005	5.027166	10.379501	0.0	2.376385	2.225902	15.874044	2.424801	2.445063	10.457374	4.722992	0.0	0.0
JGI_V11_223533	11.141733	39.28155	11.032626	6.991573	29.847434	36.248018	47.758078	31.138503	39.36408	35.64578	64.551148	24.944927	36.372011	39.121006	33.463596	18.891968	35.810505	15.002396
JGI_V11_223537	22.283466	11.934672	15.445676	2.330524	26.804947	20.38951	10.603529	24.910803	6.915578	43.398317	26.71082	4.535441	9.699203	37.608531	31.372121	2.361496	13.773271	12.501997
JGI_V11_223556	27.053275	10.47508	17.652201	4.661048	154.534138	168.672151	5.027166	4.1518	2.315534	0.0	6.677705	9.070883	136.689482	142.683271	227.308712	0.0	19.282579	0.0
JGI_V11_223560	16.288736	41.540411	14.237063	3.176384	22.120552	33.436291	16.217233	17.703455	8.721971	24.438499	19.932464	28.850604	21.698966	43.210552	41.212694	6.947589	13.664024	33.397378
JGI_V11_223575	22.283466	259.258229	97.087104	2.330524	25.583515	31.717016	67.866743	566.720762	289.441766	185.358057	95.713771	97.511987	16.973605	26.895692	27.189172	181.83519	291.993346	167.526759
JGI_V11_223576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_223590	2.228347	13.09385	11.032626	6.991573	19.187636	13.593007	15.081498	8.303601	32.417478	30.89301	22.259017	18.141765	9.699203	22.005566	23.006222	14.168976	24.791888	10.001598
JGI_V11_223594	89.133864	285.445929	88.261004	55.932582	181.216564	183.505593	138.247068	334.219937	226.922345	247.144077	211.460657	204.094856	128.514439	288.517423	399.47168	113.351807	256.182841	110.017573
JGI_V11_223595	0.0	2.61877	0.0	0.0	0.0	0.0	2.513583	2.0759	2.315534	4.752771	2.225902	2.267721	2.424801	17.11544	10.457374	7.084488	5.509308	0.0
JGI_V11_223598	0.0	10.47508	0.0	0.0	0.0	4.531002	0.0	0.0	0.0	0.0	4.451803	2.267721	0.0	0.0	2.091475	0.0	19.282579	2.500399
JGI_V11_223601	0.0	2.61877	0.0	2.330524	2.13196	2.265501	0.0	0.0	0.0	4.752771	2.225902	2.267721	0.0	2.445063	0.0	0.0	0.0	0.0
JGI_V11_223605	2.228347	5.23754	0.0	0.0	8.527838	18.124009	2.513583	20.759002	13.893205	0.0	2.225902	2.267721	0.0	7.335189	2.091475	4.722992	5.509308	5.000799
JGI_V11_223609	2.228347	0.0	0.0	0.0	0.0	2.265501	0.0	2.0759	0.0	0.0	2.225902	0.0	0.0	2.445063	0.0	0.0	5.509308	0.0
JGI_V11_223612	369.905534	1118.214787	489.848573	233.052424	784.561122	774.801392	593.205602	772.234885	648.349557	969.565223	540.894102	684.851629	671.669805	1628.411895	1572.789021	467.576203	840.169532	405.064701
JGI_V11_223635	138.157489	298.539779	86.054479	123.517785	208.932038	287.718646	140.760651	195.134621	192.189333	313.682866	175.846231	217.70118	254.604078	589.26016	345.093336	106.267319	198.335103	75.011982
JGI_V11_223641	253.443189	408.341201	147.047216	66.914537	230.517379	299.058066	213.837917	389.462063	383.129579	412.153516	479.360794	423.565655	215.253522	363.219992	326.47831	188.733743	479.313446	147.370777
JGI_V11_223657	289.685057	701.830358	302.293939	58.263106	262.231027	267.329135	366.983126	529.354558	472.368963	843.6168	491.924266	621.355451	276.427284	440.111323	566.789661	219.619125	341.577121	165.02636
JGI_V11_223658	347.622068	992.513828	333.18529	121.18726	330.453734	468.958737	437.363452	647.680871	618.247613	658.258742	514.183282	569.197877	363.720111	804.425696	700.644045	479.383683	674.89028	305.048726
JGI_V11_223674	1181.023693	2519.256734	895.849191	622.249971	1618.157315	2070.668048	1538.312832	1561.076971	1528.252527	2457.182453	1471.320994	1870.869516	1561.571676	3496.439954	2967.802688	1086.288148	1380.081756	687.609832
JGI_V11_223679	2.228347	10.47508	11.032626	0.0	0.0	0.0	2.513583	8.303601	4.631068	0.0	4.451803	0.0	2.424801	2.445063	0.0	4.722992	19.282579	5.000799
JGI_V11_223696	91.36221	170.22005	83.847954	46.610485	106.597979	167.647085	65.35316	70.580608	67.15049	125.948424	73.454755	129.260076	101.841631	278.737171	186.141254	40.145432	74.375664	12.501997
JGI_V11_223699	80.220477	136.17604	57.369653	2.330524	51.16703	77.027039	98.029739	66.428807	43.995149	149.712277	100.165574	97.511987	60.620018	78.242013	100.390789	54.314407	63.357047	22.503595
JGI_V11_223703	13.37008	49.75663	24.271776	9.322097	14.923717	52.106526	22.622248	45.669805	16.208739	42.774936	31.162623	20.409486	19.398406	39.121006	60.652768	23.61496	33.05585	20.003195
JGI_V11_223730	44.566932	170.22005	48.543552	46.610485	117.257776	169.912586	82.948241	126.629914	57.888353	159.217819	102.391476	122.456914	140.638443	239.616165	163.135031	51.952911	79.884972	55.008787
JGI_V11_223734	0.0	0.0	0.0	0.0	2.13196	0.0	4.16343	0.0	0.0	0.0	0.0	2.267721	0.0	0.0	0.0	3.917063	0.0	0.0
JGI_V11_223736	42.338585	49.75663	44.130502	0.0	17.055677	13.593007	27.649414	91.33961	64.834956	59.409634	46.743935	31.748089	9.699203	12.225315	12.548849	23.61496	71.621009	50.007988
JGI_V11_223739	77.992131	248.783149	125.771931	51.271533	136.445413	185.771094	158.355733	176.451519	203.767004	280.413471	173.620329	188.220812	147.912845	293.407549	259.342871	110.990311	217.617682	90.014378
JGI_V11_223758	104.73229	206.88283	70.608803	30.296815	112.993857	138.19557	103.056905	149.464816	148.194184	197.239984	126.876394	138.330958	80.018424	134.47846	213.330426	85.013855	110.186168	87.513979
JGI_V11_223760	289.685057	597.079559	264.783012	170.128269	441.315631	545.985776	447.417784	498.216055	497.839838	651.129586	458.535741	594.142804	351.596107	833.766451	740.382066	325.886444	421.462093	125.01997
JGI_V11_223764	8.913386	20.95016	2.206525	0.0	4.263919	11.327506	27.649414	0.0	0.0	23.763854	8.903607	22.677206	0.0	0.0	2.091475	0.0	0.0	0.0
JGI_V11_223767	71.307091	125.70096	63.989228	2.330524	10.659798	4.531002	40.217329	6.227701	2.315534	128.324809	53.42164	145.13412	7.274402	12.225315	8.365899	11.80748	13.773271	7.501198
JGI_V11_223773	4.456693	15.71262	8.8261	2.330524	2.13196	27.186014	12.567915	12.455401	2.315534	14.258312	17.807213	6.803162	7.274402	12.225315	10.457374	11.80748	0.0	7.501198
JGI_V11_223778	4.456693	7.85631	39.717452	32.627339	72.486625	158.58508	7.540749	99.643211	106.51457	2.376385	4.451803	11.338603	96.99203	276.292108	296.989416	63.760391	209.35372	85.013579
JGI_V11_223803	4.456693	7.85631	11.032626	0.0	4.263919	4.531002	5.027166	6.227701	6.946602	16.634697	4.451803	18.141765	2.424801	7.335189	10.457374	2.361496	11.018617	0.0
JGI_V11_223807	0.0	7.85631	4.41305	62.924154	270.758866	163.116083	0.0	130.781714	67.15049	4.752771	4.451803	0.0	164.88645	415.660694	376.465457	44.868423	8.263963	32.505192
JGI_V11_22381	17.826773	34.04401	4.41305	9.322097	14.923717	22.655011	12.567915	41.518005	16.208739	23.763854	15.581312	22.677206	33.94721	56.236447	12.548849	14.168976	11.018617	10.001598
JGI_V11_223817	4.456693	5.23754	2.206525	0.0	6.395879	9.062005	2.513583	18.683102	9.262137	0.0	0.0	2.267721	7.274402	0.0	4.18295	0.0	0.0	0.0
JGI_V11_223830	0.0	10.47508	8.8261	0.0	0.0	0.0	5.027166	14.531302	13.893205	4.752771	0.0	4.535441	0.0	0.0	0.0	4.722992	13.773271	5.000799
JGI_V11_223831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1518	0.0	0.0	0.0	0.0	2.424801	0.0	0.0	0.0	2.754654	0.0
JGI_V11_223834	4.456693	18.33139	6.619575	0.0	21.319596	18.124009	12.567915	10.379501	6.946602	4.752771	0.0	15.874044	19.398406	70.906824	31.372121	2.361496	5.509308	0.0
JGI_V11_223838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_223849	0.0	0.0	0.0	0.0	4.263919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_223867	0.0	0.0	8.8261	0.0	0.0	2.373851	2.513583	3.110544	3.9672	0.0	0.574348	4.535441	0.0	0.0	2.342407	0.0	7.152432	0.0
JGI_V11_223872	79.622337	274.970849	270.254988	2.330524	2.13196	0.0	32.67658	35.290304	62.519422	28.516624	62.325246	163.275885	2.424801	2.445063	4.18295	30.699448	99.167551	44.234105
JGI_V11_223896	15.598426	62.85048	39.717452	4.661048	8.527838	45.310023	15.081498	29.062603	23.155341	35.64578	40.06623	22.677206	7.274402	9.780252	14.640323	18.891968	35.810505	15.002396
JGI_V11_223905	33.425199	78.5631	24.271776	6.991573	21.319596	27.186014	42.730912	43.593905	60.203887	40.398551	55.647541	74.834781	38.796812	56.236447	60.652768	21.253464	85.39428	37.505991
JGI_V11_223908	8.913386	28.80647	6.619575	0.0	0.0	0.0	10.054332	4.1518	0.0	19.011083	11.129508	20.409486	0.0	0.0	0.0	4.722992	0.0	5.000799
JGI_V11_223926	20.055119	91.65695	37.510927	9.322097	23.451555	61.168531	17.595081	29.062603	50.941751	30.89301	51.195738	40.818971	33.94721	41.566069	37.646546	25.976456	44.074467	17.502796
JGI_V11_223930	180.496074	421.621969	143.424132	65.254679	134.313453	233.346618	145.787817	280.246531	259.339823	415.867436	271.560002	301.606843	152.762447	271.401982	357.642184	113.351807	242.40957	70.011183
JGI_V11_223934	389.960653	767.299608	308.913514	188.772463	579.893003	799.721905	580.637686	323.840435	324.174778	919.661131	603.219349	861.733838	552.854568	1161.40488	1041.554432	288.102509	300.257308	135.021567
JGI_V11_223935	4.456693	5.23754	2.281076	27.966291	101.071029	133.664568	5.027166	126.210107	57.1323	26.140239	17.807213	2.267721	55.770417	25.091872	90.131706	25.976456	62.572279	49.050816
JGI_V11_223957	2.228347	10.47508	15.445676	4.661048	29.847434	45.310023	5.027166	41.518005	18.524273	30.89301	4.451803	4.535441	14.548804	31.785818	52.286869	9.445984	8.263963	5.000799
JGI_V11_223988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_224067	22.283466	47.13786	44.130502	123.517785	377.356844	561.844284	10.054332	489.912454	430.689349	35.64578	26.71082	18.141765	361.29531	528.133588	644.174227	304.632981	396.670205	202.532351
JGI_V11_224074	11.141733	10.47508	4.41305	202.755609	245.175351	278.656641	10.054332	143.237116	104.199036	2.376385	2.225902	6.803162	230.35607	978.025162	673.454873	165.304718	88.148935	82.51318
JGI_V11_224075	0.0	2.61877	4.41305	44.279961	55.430949	92.885547	2.513583	72.656508	25.470875	2.376385	0.0	2.267721	67.894421	232.280976	175.68388	28.337952	41.319813	20.003195
JGI_V11_224078	86.905517	104.7508	35.304402	51.271533	76.750545	129.133565	77.921075	155.692517	136.616514	78.420717	84.584263	106.582869	109.116033	185.824781	211.238951	80.290863	148.751327	52.508387
JGI_V11_224080	40.110239	62.85048	33.097877	11.652621	29.847434	24.920513	32.67658	80.960109	46.310683	35.64578	40.06623	36.28353	26.672808	56.236447	46.012445	54.314407	66.111701	35.005591
JGI_V11_224101	2.228347	0.0	0.0	36.918545	161.747605	189.1789	12.567915	332.082767	363.068836	24.640293	29.57726	4.535441	150.378703	26.852256	137.992434	55.075159	10.781984	23.242533
JGI_V11_224133	4.456693	18.33139	11.032626	2.330524	4.263919	9.062005	45.244495	26.986703	18.524273	97.431799	180.298034	54.425295	21.823207	7.335189	20.914748	25.976456	77.130318	5.000799
JGI_V11_224136	26.740159	36.66278	37.510927	279.662909	532.989893	729.491369	7.540749	311.385034	379.747598	11.881927	15.581312	13.606324	438.888934	1647.972398	1441.026111	278.656525	796.095065	250.039939
JGI_V11_224137	91.36221	183.3139	50.750077	16.31367	87.410342	135.930069	118.138404	78.884209	111.145638	254.273233	120.198689	120.189193	80.018424	129.588334	131.76291	44.868423	88.148935	45.007189
JGI_V11_224138	31.196852	83.80064	37.510927	11.652621	61.826828	74.761538	75.407492	68.504708	87.990297	78.420717	51.195738	95.244266	58.195218	132.033397	73.201617	33.060944	60.602392	20.003195
JGI_V11_224143	610.566966	1799.094986	845.099114	23.305242	63.958787	124.602563	663.585927	159.844318	266.286425	1050.362325	865.875744	1240.443182	96.99203	300.742737	399.47168	196.004166	528.893607	250.039939
JGI_V11_224144	4104.614419	10828.613924	4896.279201	454.452226	1876.124423	2111.447068	4896.459797	1980.408817	2521.61667	9985.571247	7300.95743	8440.456167	1760.405336	4511.14106	6966.702434	1667.216157	4335.825717	1755.280372
JGI_V11_224146	171.582687	450.428439	187.554634	6.991573	29.847434	27.186014	158.355733	548.03766	560.35926	240.01492	253.752789	222.236621	19.398406	22.005566	33.463596	318.801956	451.763289	295.047128
JGI_V11_224167	171.582687	269.733309	108.11973	32.627339	78.882504	183.505593	130.706319	199.286422	159.771855	230.509379	180.298034	170.079047	130.93924	222.500724	190.324203	80.290863	140.487364	62.509985
JGI_V11_224172	124.787409	225.214219	79.434904	20.974718	121.521696	122.337062	168.410065	147.388916	148.194184	282.789857	149.135411	140.598679	101.841631	276.292108	221.696325	85.013855	110.186168	47.507588
JGI_V11_224175	17.826773	23.56893	8.8261	18.644194	27.715474	36.248018	20.108664	22.834903	53.257285	42.774936	31.162623	29.480368	53.345616	46.456195	52.286869	23.61496	38.565159	15.002396
JGI_V11_224189	6.68504	0.0	0.0	2.330524	10.659798	0.0	10.054332	2.0759	9.262137	26.140239	31.162623	4.535441	0.0	0.0	0.0	0.0	5.509308	2.500399
JGI_V11_224195	62.393705	175.45759	61.782703	30.296815	100.2021	129.133565	95.516156	143.237116	127.354377	111.690112	75.680656	81.637943	109.116033	212.720473	198.690102	59.037399	121.204785	42.50679
JGI_V11_224227	24.511812	120.46342	41.923977	13.983145	100.2021	122.337062	60.325993	62.277007	53.257285	76.044331	64.551148	70.299339	82.443225	224.945787	163.135031	40.145432	60.602392	22.503595
JGI_V11_224229	11.141733	20.95016	4.41305	6.991573	17.055677	6.796503	17.595081	12.455401	16.208739	42.774936	6.677705	6.803162	2.424801	19.560503	33.463596	14.168976	13.773271	10.001598
JGI_V11_224253	198.322846	424.240739	127.978456	69.915727	172.688725	174.443588	248.844723	170.223819	180.611662	311.306481	227.041969	292.535961	196.40886	437.66626	366.008083	144.051254	220.372336	100.015976
JGI_V11_224268	242.889778	607.554639	209.619885	398.519645	827.200314	722.694866	552.988273	641.45317	581.199067	684.398981	565.37902	514.772582	729.865022	2095.41891	1382.464818	488.829666	399.42486	257.541137
JGI_V11_224273	2.228347	0.0	0.0	0.0	0.0	2.265501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_224278	60.165358	212.120369	150.043707	9.322097	243.043391	364.745685	70.380326	132.857615	203.767004	23.763854	75.680656	195.023974	179.435255	376.539687	307.44679	136.966766	413.198131	155.024762
JGI_V11_224305	37.881892	96.89449	28.684826	39.618912	78.882504	106.478554	47.758078	120.402213	74.097092	59.409634	33.388525	65.763898	70.319221	166.264278	140.128809	30.699448	49.583776	20.003195
JGI_V11_224315	470.18113	1050.126768	441.30502	275.00186	624.664154	1021.741017	618.341432	543.88586	664.558296	848.36957	592.08984	784.631336	608.624985	1256.762333	1217.238312	413.261795	655.607701	287.54593
JGI_V11_224324	0.0	7.85631	2.206525	2.330524	8.527838	20.38951	0.0	0.0	0.0	2.376385	6.677705	2.267721	24.248007	17.11544	12.548849	0.0	0.0	0.0
JGI_V11_224345	2.228347	7.85631	19.858726	0.0	4.263919	4.531002	2.513583	2.0759	2.315534	2.376385	0.0	2.267721	4.849601	22.005566	12.548849	7.084488	41.319813	10.001598
JGI_V11_224346	6.68504	28.80647	57.369653	4.661048	0.0	0.0	17.595081	4.1518	6.946602	2.376385	8.903607	2.267721	2.424801	7.335189	10.457374	7.084488	44.074467	20.003195
JGI_V11_224348	554.858301	1424.610877	725.946759	300.637627	1121.410735	1395.548706	713.857588	1878.689706	1590.771949	1421.07844	1253.182632	1108.915386	1081.46113	1386.350667	1568.606072	946.959885	1415.892261	690.110232
JGI_V11_224357	0.0	0.0	0.0	0.0	0.0	0.0	2.513583	2.0759	0.0	0.0	0.0	2.267721	0.0	0.0	2.091475	4.722992	0.0	0.0
JGI_V11_224358	481.322863	1338.191467	586.935677	4.661048	36.243313	29.451515	492.662279	112.098612	185.242731	922.037516	654.415087	922.962294	29.097609	70.906824	87.84194	136.966766	300.257308	127.520369
JGI_V11_224362	0.0	2.61877	2.206525	4.661048	157.765008	99.68205	0.0	205.514123	94.936899	16.634697	11.129508	4.535441	48.496015	41.566069	129.671435	54.314407	79.884972	70.011183
JGI_V11_224364	20.055119	44.51909	26.478301	18.644194	61.826828	88.354545	10.054332	39.442104	25.470875	30.89301	62.325246	43.086692	29.097609	119.808082	100.390789	37.783936	60.602392	2.500399
JGI_V11_224365	46.28063	139.562991	2.922193	14.611112	159.107691	95.670134	147.049966	112.958084	88.778661	211.701957	132.98851	132.809505	93.433623	25.652486	86.531469	11.168858	17.422199	3.892954
JGI_V11_224373	2.228347	10.47508	4.41305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.141765	2.424801	2.445063	2.091475	0.0	0.0	0.0
JGI_V11_224383	441.212625	934.900888	452.337646	358.900733	921.006535	1280.008148	462.499283	1274.60274	1241.126295	1055.115096	761.258366	752.883248	974.769897	1452.367366	1357.367121	623.434937	763.039215	495.079079
JGI_V11_224392	33.425199	104.7508	35.304402	11.652621	25.583515	27.186014	62.839576	91.33961	141.247582	128.324809	129.102296	45.354413	38.796812	12.225315	52.286869	54.314407	118.450131	40.00639
JGI_V11_224393	22.283466	34.04401	17.652201	0.0	36.243313	47.575524	32.67658	14.531302	13.893205	9.505541	13.35541	29.480368	21.823207	73.351887	37.646546	21.253464	30.301196	17.502796
