	control_early_01	control_early_02	control_early_03	control_embryo_01	control_embryo_02	control_embryo_03	control_late_01	control_late_02	control_late_03	treatment_early_01	treatment_early_02	treatment_early_03	treatment_embryo_01	treatment_embryo_02	treatment_embryo_03	treatment_late_01	treatment_late_02	treatment_late_03
JGI_V11_224415	276.314977	489.709989	225.06556	226.060851	526.594014	679.650344	417.254788	259.487528	340.383517	527.557548	476.342954	544.25295	511.632956	1256.762333	976.718714	224.342117	316.785233	142.522765
JGI_V11_224437	2.306895	0.0	0.0	2.370581	0.0	0.0	12.567915	0.0	0.0	2.390153	0.0	0.0	0.0	4.890126	2.136996	7.158821	0.0	0.0
JGI_V11_224443	77.992131	130.9385	66.195753	67.585203	93.806221	144.992073	95.516156	80.960109	90.305831	144.959506	84.584263	142.866399	126.089638	210.27541	269.800244	70.844879	88.148935	20.003195
JGI_V11_224457	66.850398	120.46342	68.402278	95.551494	251.571229	441.772723	67.866743	220.045424	261.655357	128.324809	80.13246	133.795517	288.551288	638.161418	583.521459	146.41275	212.108374	77.512381
JGI_V11_224478	6.68504	5.23754	6.619575	0.0	6.395879	4.531002	5.027166	8.303601	2.315534	2.376385	4.451803	0.0	0.0	4.890126	12.548849	4.722992	0.0	7.501198
JGI_V11_224483	35.653545	36.66278	13.239151	0.0	2.13196	0.0	20.108664	2.0759	2.315534	9.505541	24.484918	24.944927	2.424801	12.225315	0.0	2.361496	5.509308	2.500399
JGI_V11_224487	550.401608	1437.704727	538.392125	51.271533	298.47434	473.48974	640.96368	89.26371	78.72816	83.173487	142.457706	714.331997	247.329675	511.018147	386.922831	115.713303	338.822467	97.515576
JGI_V11_224492	187.181114	628.504799	203.000309	109.534639	334.717653	423.648714	301.629967	325.916336	257.024289	482.406226	360.596068	492.095376	351.596107	618.600915	602.344732	203.088654	275.46542	165.02636
JGI_V11_224569	26.740159	34.04401	8.8261	20.974718	66.090747	47.575524	15.081498	35.290304	11.577671	35.64578	35.614426	24.944927	41.221613	110.027831	66.927192	33.060944	60.602392	7.501198
JGI_V11_224590	213.921273	494.947529	178.728533	146.823027	377.356844	394.197199	314.197882	570.872563	622.878681	508.546465	369.499675	414.992874	402.516923	716.403431	702.73552	283.379517	437.990018	190.030354
JGI_V11_224629	35.653545	39.28155	33.097877	4.661048	59.694868	72.496037	5.027166	0.0	0.0	0.0	8.903607	15.874044	48.496015	56.236447	96.207839	2.361496	16.527925	7.501198
JGI_V11_224635	4.456693	23.56893	26.478301	11.652621	8.527838	36.248018	7.540749	76.808308	94.936899	0.0	2.225902	11.338603	24.248007	53.791384	73.201617	75.567871	159.769944	72.511582
JGI_V11_224638	2.228347	5.23754	4.41305	0.0	0.0	0.0	0.0	6.227701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_224645	4.456693	0.0	0.0	0.0	4.263919	6.796503	0.0	12.455401	0.0	2.376385	4.451803	0.0	0.0	9.780252	0.0	2.361496	0.0	0.0
JGI_V11_224649	142.614182	319.489939	225.06556	102.543066	262.231027	333.028668	178.464397	238.728526	294.072835	330.317564	247.075084	265.323313	237.630472	386.319939	430.843801	110.990311	220.372336	120.019171
JGI_V11_224701	113.645676	191.17021	121.358881	30.296815	106.597979	142.726572	85.461824	396.496943	307.96604	171.099745	142.457706	170.079047	128.514439	283.627297	250.976971	191.281174	239.654916	150.023963
JGI_V11_224750	73.535437	175.45759	79.434904	37.288388	196.140281	244.674124	100.543322	87.18781	99.567968	109.313726	124.650493	170.079047	155.187247	410.770568	441.301175	54.314407	157.01529	57.509186
JGI_V11_224770	0.0	10.47508	0.0	30.296815	100.2021	158.58508	0.0	76.808308	34.733012	0.0	2.225902	2.267721	89.717627	283.627297	215.421901	40.145432	162.524598	35.005591
JGI_V11_224775	6.68504	18.33139	6.619575	0.0	8.527838	20.38951	0.0	2.0759	0.0	0.0	2.225902	9.070883	14.548804	29.340755	2.091475	2.361496	13.773271	2.500399
JGI_V11_224783	1651.204823	4019.81194	1588.698073	815.683483	2174.598763	2802.424918	2141.572765	3072.332337	2662.864252	2941.965065	2176.931819	2675.910338	2393.278329	3916.990774	3643.349036	1974.210633	2773.936784	1337.713674
JGI_V11_224784	131.472449	390.196729	136.804556	81.568348	196.140281	240.143121	203.600228	315.536835	372.800995	387.350812	262.656395	260.787872	293.400889	342.308807	426.660852	184.196686	319.539888	107.517174
JGI_V11_224791	100.275597	269.733309	180.935058	4.661048	12.791757	6.796503	133.219902	18.683102	41.679614	194.863599	140.231804	151.937282	21.823207	22.005566	20.914748	14.168976	44.074467	20.003195
JGI_V11_224848	28.968506	123.08219	39.717452	9.322097	61.826828	38.513519	93.002573	45.669805	46.310683	106.937341	44.518033	70.299339	65.46962	92.91239	83.65899	44.868423	38.565159	27.504393
JGI_V11_224882	60.165358	159.74497	33.097877	51.271533	123.653655	242.408623	42.730912	149.464816	87.990297	128.324809	93.48787	70.299339	232.780871	354.534121	386.922831	99.182831	145.996673	62.509985
JGI_V11_224885	24.511812	13.09385	17.652201	6.991573	34.111353	81.558041	17.595081	10.379501	11.577671	9.505541	0.0	4.535441	31.52241	119.808082	60.652768	23.61496	22.037234	12.501997
JGI_V11_224887	167.125994	267.114539	119.152356	74.576776	176.952644	237.87762	140.760651	124.554014	129.669911	306.55371	149.135411	204.094856	196.40886	413.215631	332.544487	146.41275	157.01529	65.010384
JGI_V11_224893	37.881892	75.94433	11.032626	25.635767	78.882504	63.434032	37.703746	58.125206	81.043695	68.915175	33.388525	56.693016	67.894421	127.143271	167.317981	28.337952	46.829121	20.003195
JGI_V11_224982	4.456693	10.47508	13.239151	0.0	8.527838	4.531002	7.540749	4.1518	2.315534	11.881927	6.677705	11.338603	2.424801	7.335189	8.365899	0.0	2.754654	2.500399
JGI_V11_224986	89.133864	191.17021	81.641429	37.288388	100.2021	149.523076	125.679153	151.540717	189.873799	187.734443	138.005903	165.543606	135.788841	249.396416	131.76291	122.797791	118.450131	75.011982
JGI_V11_224995	2.228347	10.47508	4.41305	0.0	0.0	6.796503	5.027166	12.455401	13.893205	19.011083	13.35541	13.606324	7.274402	2.445063	0.0	11.80748	33.05585	0.0
JGI_V11_225009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_225020	2.228347	0.0	0.0	0.0	0.0	2.265501	0.0	0.0	0.0	4.752771	0.0	2.267721	2.424801	0.0	2.091475	0.0	0.0	0.0
JGI_V11_225024	423.385852	929.663348	366.283167	235.382948	584.156923	908.46596	575.61052	456.69805	419.111678	817.476561	576.508529	580.53648	780.785838	1371.68029	1179.591766	290.464005	548.176187	170.027159
JGI_V11_225030	6.68504	0.0	0.0	0.0	2.13196	2.265501	2.513583	0.0	6.946602	2.376385	0.0	4.535441	0.0	4.890126	4.18295	0.0	2.754654	0.0
JGI_V11_225033	17.826773	75.94433	41.923977	2.330524	42.639191	33.982517	52.785244	78.884209	111.145638	92.679029	42.292131	68.031619	26.672808	68.461761	37.646546	40.145432	52.33843	30.004793
JGI_V11_225062	1145.370147	3202.755702	997.349346	519.706905	1993.382199	2102.385064	1927.918206	2790.009906	2651.286581	3585.965495	2352.77805	2417.390186	1498.526857	2995.202059	3105.840022	1334.245225	2088.027887	900.14378
JGI_V11_225079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.315534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_225089	6.68504	2.61877	0.0	2.330524	136.445413	113.275057	0.0	114.174513	32.417478	0.0	0.0	0.0	60.620018	70.906824	232.153699	28.337952	223.126991	77.512381
JGI_V11_225098	66.850398	112.60711	50.750077	48.941009	112.993857	160.850581	82.948241	195.134621	178.296128	163.970589	91.261968	120.189193	140.638443	330.083492	225.879274	99.182831	170.788561	60.009585
JGI_V11_225101	49.485782	112.943147	58.226603	40.145212	92.55357	90.143622	101.319417	60.895526	62.673079	121.063674	63.785851	129.138678	121.514269	240.451768	211.696093	78.395596	78.369533	43.198507
JGI_V11_225168	198.322846	413.765659	174.315483	137.50093	272.890825	335.29417	183.491563	276.09473	247.762152	299.424554	215.912461	206.362577	261.87848	496.34777	476.856246	188.919678	239.654916	132.521168
JGI_V11_225189	0.0	2.61877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.509308	2.500399
JGI_V11_225197	343.165375	858.956558	244.924286	86.229397	285.682583	400.993703	412.227622	545.96176	585.830135	753.314156	480.794758	460.347287	339.472103	501.237896	593.978833	377.839356	457.272598	240.038341
JGI_V11_225204	1056.236284	1476.986276	690.642357	97.882018	501.010499	813.314911	899.862735	80.960109	111.145638	130.701194	222.590166	1190.553328	511.632956	1281.212962	667.180449	257.403061	595.005308	197.531552
JGI_V11_225207	28.968506	13.09385	15.445676	2.330524	8.527838	13.593007	2.513583	4.1518	9.262137	2.376385	6.677705	11.338603	2.424801	9.780252	12.548849	2.361496	11.018617	0.0
JGI_V11_225231	69.078744	120.46342	57.369653	25.635767	55.430949	77.027039	62.839576	132.857615	106.51457	104.560955	93.48787	104.315149	84.868026	141.813648	135.94586	56.675903	88.148935	27.504393
JGI_V11_225232	4.456693	15.71262	4.41305	6.991573	12.791757	18.124009	7.540749	29.062603	4.631068	14.258312	15.581312	11.338603	9.699203	19.560503	16.731798	0.0	2.754654	5.000799
JGI_V11_225243	10.318211	3.263626	2.604432	0.0	0.0	0.0	0.0	2.510242	0.0	0.0	2.225902	0.0	0.0	0.0	2.091475	0.0	0.0	2.813822
JGI_V11_225247	109.188983	290.683469	79.434904	48.941009	164.160887	160.850581	276.494136	190.982821	148.194184	313.682866	195.879346	240.378386	143.063244	290.962486	225.879274	108.628815	137.73271	112.517973
JGI_V11_225254	8.913386	39.28155	11.032626	6.991573	12.791757	15.858508	2.513583	14.531302	13.893205	2.376385	2.225902	2.267721	7.274402	44.011132	31.372121	9.445984	41.319813	20.003195
JGI_V11_225263	15.598426	41.90032	11.032626	9.322097	6.395879	45.310023	10.054332	20.759002	6.946602	38.022166	31.162623	43.086692	19.398406	36.675944	58.561293	11.80748	30.301196	15.002396
JGI_V11_225264	20.680834	0.0	50.750077	66.171334	283.919085	283.70623	0.0	119.887921	38.983009	0.0	0.0	0.0	99.922995	58.10073	0.0	0.0	0.0	0.0
JGI_V11_225274	21.189664	184.751684	91.692613	2.064938	32.53721	55.354475	18.739141	47.866511	18.162901	17.256939	18.894834	65.878809	27.564925	65.485883	39.783362	24.151599	73.33127	30.442818
JGI_V11_225308	4.456693	7.85631	11.032626	4.661048	2.13196	20.38951	12.567915	18.683102	43.995149	7.129156	4.451803	20.409486	16.973605	2.445063	14.640323	14.168976	24.791888	12.501997
JGI_V11_225339	421.157505	890.381798	368.489692	284.323957	733.394093	1048.927031	651.018012	595.783365	558.043726	922.037516	643.285578	702.993394	812.308248	1643.082272	1346.909747	460.491715	534.402916	225.035945
JGI_V11_225348	106.960636	230.451759	99.29363	48.941009	102.334059	129.133565	163.382899	159.844318	150.509719	209.121911	202.557051	204.094856	94.567229	266.511857	167.317981	127.520783	115.695477	62.509985
JGI_V11_225352	6.68504	5.23754	2.206525	0.0	10.659798	2.265501	15.081498	14.531302	9.262137	2.376385	0.0	0.0	2.424801	4.890126	2.091475	9.445984	8.263963	0.0
JGI_V11_225360	205.007886	463.522289	196.380734	111.865163	289.946502	545.985776	248.844723	381.965642	400.587405	458.642373	255.97869	394.583389	303.100092	672.392299	606.527681	240.872589	291.993346	157.525162
JGI_V11_225377	24.511812	15.71262	8.8261	4.661048	14.923717	11.327506	5.027166	10.379501	13.893205	26.140239	6.677705	13.606324	16.973605	19.560503	27.189172	2.361496	11.018617	15.002396
JGI_V11_225380	46.795278	133.55727	66.195753	11.652621	34.111353	65.699533	42.730912	49.821605	41.679614	92.679029	86.810165	77.102501	48.496015	83.132139	125.488486	47.229919	60.602392	35.005591
JGI_V11_225386	3.2e-05	1.8e-05	1.8e-05	0.0	0.000139	0.000133	0.0	1e-05	0.0	0.00019	1e-06	2.7e-05	0.000101	6.1e-05	3e-05	0.0	5e-06	9.1e-05
JGI_V11_225412	200.551193	460.903519	136.804556	93.22097	225.987715	414.58671	261.412638	226.273125	307.96604	370.716115	304.948527	378.709344	346.746506	481.677392	441.301175	196.004166	333.313159	152.524363
JGI_V11_225438	51.251972	201.64529	68.402278	25.635767	51.16703	74.761538	100.543322	47.745705	97.252434	161.594204	129.102296	97.511987	60.620018	88.022265	83.65899	44.868423	63.357047	55.008787
JGI_V11_225443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_225451	6.68504	18.33139	6.619575	4.661048	14.923717	13.593007	7.540749	18.683102	20.839807	14.258312	2.225902	13.606324	12.124004	19.560503	23.006222	9.445984	19.282579	10.001598
JGI_V11_225455	2.228347	7.85631	0.0	0.0	2.13196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.274402	0.0	6.274424	0.0	2.754654	2.500399
JGI_V11_225456	13.37008	7.85631	6.619575	4.661048	34.111353	4.531002	7.540749	12.455401	9.262137	26.140239	13.35541	22.677206	19.398406	14.670377	16.731798	4.722992	13.773271	10.001598
JGI_V11_225461	89.133864	130.9385	63.989228	9.322097	38.375272	56.637529	120.651987	97.567311	101.883502	161.594204	106.843279	142.866399	26.672808	63.571636	50.195394	80.290863	112.940822	60.009585
JGI_V11_225464	196.0945	494.947529	260.369962	342.587063	980.701403	1014.944513	223.708892	1010.963411	870.640834	311.306481	215.912461	292.535961	795.334642	1765.335418	1725.466679	613.988953	980.656897	432.569094
JGI_V11_225476	0.0	0.0	4.41305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.451803	2.267721	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_225477	15.598426	18.33139	26.478301	0.0	2.13196	2.265501	10.054332	2.0759	4.631068	14.258312	17.807213	29.480368	0.0	0.0	2.091475	0.0	0.0	0.0
JGI_V11_225478	4.456693	5.23754	2.206525	0.0	4.263919	4.531002	2.513583	4.1518	2.315534	11.881927	0.0	2.267721	7.274402	7.335189	2.091475	0.0	5.509308	0.0
JGI_V11_225479	0.0	2.61877	8.8261	2.330524	2.13196	0.0	0.0	10.379501	0.0	0.0	0.0	2.267721	0.0	4.890126	2.091475	0.0	8.263963	0.0
JGI_V11_225480	15.598426	23.56893	44.130502	0.0	0.0	0.0	25.135831	24.910803	27.78641	26.140239	22.259017	43.086692	0.0	2.445063	2.091475	23.61496	77.130318	30.004793
JGI_V11_225483	11.141733	36.66278	19.858726	0.0	27.715474	52.106526	7.540749	2.0759	4.631068	7.129156	0.0	18.141765	43.646413	68.461761	23.006222	0.0	16.527925	15.002396
JGI_V11_225485	0.0	0.0	0.0	0.0	0.0	6.796503	0.0	2.0759	2.315534	0.0	0.0	2.267721	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_225491	17.826773	20.95016	17.652201	9.322097	40.507232	22.655011	40.217329	68.504708	25.470875	64.162404	28.936722	27.212648	29.097609	46.456195	46.012445	16.530472	24.791888	27.504393
JGI_V11_225495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.315534	7.129156	4.451803	0.0	0.0	0.0	18.823273	2.361496	8.263963	2.500399
JGI_V11_225498	0.0	0.0	0.0	0.0	0.0	2.265501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.091475	0.0	0.0	0.0
JGI_V11_225508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_225511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_225529	6.68504	20.95016	8.8261	11.652621	8.527838	11.327506	15.081498	2.0759	2.315534	28.516624	6.677705	9.070883	26.672808	22.005566	31.372121	9.445984	11.018617	2.500399
JGI_V11_225545	26.740159	89.03818	26.478301	6.991573	46.903111	63.434032	37.703746	58.125206	83.359229	104.560955	55.647541	38.551251	58.195218	61.126573	110.848162	35.42244	66.111701	42.50679
JGI_V11_225552	182.72442	476.616139	158.869807	109.534639	281.418663	337.559671	236.276807	309.309134	391.325268	344.575876	207.008854	249.449269	281.276886	669.947236	435.026751	295.186997	311.275925	135.021567
JGI_V11_225553	6.68504	65.46925	2.206525	16.31367	27.715474	33.982517	17.595081	31.138503	18.524273	57.033248	15.581312	22.677206	31.52241	68.461761	50.195394	28.337952	22.037234	5.000799
JGI_V11_225579	13.37008	26.1877	13.239151	4.661048	4.263919	22.655011	25.135831	16.607202	30.101944	26.140239	24.484918	20.409486	16.973605	31.785818	25.097697	7.084488	13.773271	5.000799
JGI_V11_225583	2.228347	0.0	0.0	0.0	0.0	0.0	0.0	2.0759	0.0	0.0	0.0	0.0	2.424801	0.0	0.0	0.0	2.754654	0.0
JGI_V11_225595	0.0	7.85631	13.239151	0.0	0.0	0.0	7.540749	0.0	2.315534	14.258312	13.35541	6.803162	2.424801	2.445063	2.091475	2.361496	8.263963	7.501198
JGI_V11_225596	89.133864	60.23171	13.239151	27.966291	270.758866	90.620046	336.82013	83.036009	194.504867	586.967182	311.626232	38.551251	101.841631	34.230881	48.10392	21.253464	44.074467	52.508387
JGI_V11_225597	133.700795	256.639459	116.94583	83.898873	213.195957	242.408623	211.140977	170.223819	224.606811	273.284315	202.557051	199.559415	167.311251	425.440945	326.270063	134.60527	176.297869	75.011982
JGI_V11_225600	269.629937	1141.783717	383.935368	118.856736	524.462055	586.764797	465.012866	672.591674	747.917525	767.572469	560.927217	668.977584	346.746506	667.502173	690.186672	347.139908	633.570467	210.033549
JGI_V11_225606	31.196852	94.27572	44.130502	30.296815	31.979394	108.744055	52.785244	58.125206	60.203887	123.572038	84.584263	92.976546	50.920816	105.137705	85.750465	47.229919	99.167551	17.502796
JGI_V11_225607	120.330716	288.064699	83.847954	79.237824	247.30731	301.311652	178.464397	315.536835	245.446618	332.693949	238.171477	288.000519	261.87848	559.919405	529.143115	207.811646	300.257308	122.51957
JGI_V11_225615	171.582687	288.064699	92.674054	114.195688	202.536159	258.267131	261.412638	215.893624	233.868947	254.273233	269.3341	260.787872	240.055273	501.237896	351.36776	203.088654	157.01529	145.023165
JGI_V11_225638	200.551193	712.305438	361.870117	81.568348	530.857933	672.85384	248.844723	390.269243	514.048577	109.313726	158.039018	371.906183	451.012937	1100.278307	916.065946	417.984787	655.607701	212.533948
JGI_V11_225662	46.795278	298.539779	136.804556	18.644194	112.993857	183.505593	93.002573	110.022712	148.194184	52.280478	62.325246	115.653752	104.266432	198.050095	192.415678	96.821335	126.714093	32.505192
JGI_V11_225665	42.338585	26.1877	30.891351	2.330524	23.451555	56.637529	35.190163	8.303601	16.208739	64.162404	20.033115	20.409486	7.274402	44.011132	29.280647	21.253464	13.773271	5.000799
JGI_V11_225672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_225684	2.228347	10.47508	13.239151	0.0	2.13196	6.796503	2.513583	4.1518	4.631068	9.505541	0.0	4.535441	0.0	17.11544	31.372121	0.0	13.773271	0.0
JGI_V11_225691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_225703	2.228347	0.0	0.0	0.0	6.395879	2.265501	0.0	2.0759	2.315534	7.129156	2.225902	0.0	0.0	2.445063	6.274424	9.445984	0.0	2.500399
JGI_V11_225707	8.913386	20.95016	13.239151	0.0	4.263919	9.062005	2.513583	16.607202	32.417478	7.129156	11.129508	13.606324	12.124004	4.890126	6.274424	11.80748	22.037234	10.001598
JGI_V11_225708	40.110239	65.46925	75.021853	9.322097	53.298989	90.620046	32.67658	110.022712	134.30098	80.797102	64.551148	27.212648	41.221613	90.467327	87.84194	85.013855	132.223402	75.011982
JGI_V11_225719	62.393705	117.84465	46.337027	30.296815	46.903111	38.513519	72.893909	89.26371	90.305831	106.937341	95.713771	92.976546	46.071214	136.923523	104.573738	59.037399	79.884972	37.505991
JGI_V11_225730	13.37008	34.04401	17.652201	0.0	17.055677	9.062005	7.540749	10.379501	34.733012	38.022166	28.936722	29.480368	14.548804	34.230881	29.280647	28.337952	19.282579	20.003195
JGI_V11_225734	66.850398	120.46342	28.684826	37.288388	49.03507	108.744055	52.785244	118.326313	97.252434	118.819268	91.261968	86.173384	67.894421	122.253145	106.665213	73.206375	79.884972	55.008787
JGI_V11_225749	913.622102	2189.291715	620.033554	158.475648	564.969286	849.56293	1432.742343	1069.088617	956.315596	2780.370861	1867.531489	1877.672678	477.685746	420.55082	564.698186	443.961243	661.117009	292.546729
JGI_V11_225784	198.322846	408.528119	156.663282	139.831454	338.981572	396.462701	193.545895	452.54625	486.262168	361.210573	229.26787	253.98471	332.197701	677.282425	610.710631	302.271485	336.067813	182.529155
JGI_V11_225802	91.36221	191.17021	86.054479	23.305242	112.993857	140.461071	62.839576	101.719111	101.883502	128.324809	100.165574	122.456914	99.41683	168.70934	217.513375	54.314407	93.658243	32.505192
JGI_V11_225803	1328.094568	5638.211797	1959.394291	41.949436	660.907467	1071.582042	2058.624525	826.208291	750.233059	556.074172	733.377923	3444.66763	863.229063	555.029279	709.009944	998.912797	1859.391588	750.119817
JGI_V11_225816	0.0	0.0	0.0	0.0	0.0	1e-06	0.0	0.0	0.0	1e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_225818	26.740159	26.1877	41.923977	272.671336	861.311667	1110.095562	10.054332	1104.378921	886.849573	61.786019	71.228853	29.480368	725.015421	655.276859	727.833217	262.126053	129.468748	135.021567
JGI_V11_225832	0.0	5.23754	4.41305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.445063	0.0	0.0	0.0	5.000799
JGI_V11_225854	2.228347	7.85631	11.032626	2.330524	8.527838	9.062005	15.081498	4.1518	2.315534	11.881927	20.033115	18.141765	4.849601	9.780252	2.091475	7.084488	5.509308	0.0
JGI_V11_225885	22.283466	86.41941	28.684826	6.991573	38.375272	45.310023	55.298827	37.366204	76.412626	97.431799	51.195738	56.693016	24.248007	83.132139	48.10392	37.783936	77.130318	22.503595
